id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,imageUrl
25520,Girls,Apparel,Topwear,Tops,White,Fall,2011,Casual,Doodle Kids Girls City Chic White Top,http://assets.myntassets.com/v1/images/style/properties/416f7bd57546242fd72a817de0d517e5_images.jpg
32597,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,ONLY Women Black Top,http://assets.myntassets.com/v1/images/style/properties/9d4d7aa206e22813311c0a0406ce02a4_images.jpg
58974,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017,Casual,Colour me Men Gold Deo,http://assets.myntassets.com/v1/images/style/properties/Colour-me-Men-Gold-Deo_73efa9034af7165f848dcc367558b461_images.jpg
33445,Women,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Baggit Women Lamboo Mayur Black Wallet,http://assets.myntassets.com/v1/images/style/properties/6222ae36196ec90b30a683927c219428_images.jpg
57100,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Elle Women Dark Pink Top,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Dark-Pink-Top_ce0e1c18ffc47444dcb28bb7b78ae13f_images.jpg
36137,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2012,Sports,Nike Women Free Run Pink Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/5b0a6dd6aadd4d4ba230ff849b36481b_images.jpg
41859,Men,Footwear,Sandal,Sandals,Black,Summer,2016,Casual,Estd. 1977 Men Black Sandals,http://assets.myntassets.com/v1/images/style/properties/2a07ce87fedfca8928f12f3ddf6b7632_images.jpg
21180,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,ADIDAS Men Adi Cells Black Flip Flops,http://assets.myntassets.com/v1/images/style/properties/b057c9e8d5ccc63369807a12f67a39ac_images.jpg
39943,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013,Casual,GAS Men Brown Count Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/f2d705addd04fcf5516aef873254441e_images.jpg
52472,Women,Apparel,Loungewear and Nightwear,Bath Robe,Pink,Winter,2015,Casual,Red Rose Women White & Pink Polka Dot Print Bath Robe,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Women-Bath-Robe_b47ef24153050e66fce7429a01204ca9_images.jpg
58148,Unisex,Accessories,Headwear,Caps,White,Fall,2012,Casual,Puma Unisex White Cap,http://assets.myntassets.com/v1/images/style/properties/Puma-Unisex-White-Cap_d397dc3eb9ff8a12d079f08a9b6c430d_images.jpg
20052,Women,Accessories,Mufflers,Mufflers,Yellow,Fall,2011,Casual,United Colors Of Benetton Women Yellow Muffler,http://assets.myntassets.com/v1/images/style/properties/70506325cf800559ba06b15300846ea8_images.jpg
5630,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011,Casual,ADIDAS Women's Adi Groove Blue Flip Flop,http://assets.myntassets.com/v1/images/style/properties/9234f2dacc377d713b7788f670f7bf9d_images.jpg
44517,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2013,Casual,Coolers Men Brown Pokar Flip Flops,http://assets.myntassets.com/v1/images/style/properties/Coolers-Men-POKAR-Brown-Flip-Flops_8b247db935e7cfffb8f5a0b8d578f7bf_images.jpg
47392,Women,Accessories,Bags,Handbags,Beige,Fall,2012,Casual,Baggit Women Beige Bag,http://assets.myntassets.com/v1/images/style/properties/1041605c3decc95ef96c970da17ad051_images.jpg
50325,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012,Ethnic,Aurelia Women Navy Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Navy-Blue-Kurta_269c51a0aa07f814b0d68df6b37d4113_images.jpg
8913,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men Cabana Racer Sketch White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/c7a70ae4f57ca4c605f4fabb82c735fc_images.jpg
16530,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Locomotive Men Check Red Shirt,http://assets.myntassets.com/v1/images/style/properties/e87ae94ffdf37c089daaad8d451f6995_images.jpg
22705,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Nike Men White Capri II Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/9f8463e724322e0b47cc9f615acab635_images.jpg
7167,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers Men Scul Purple White Shirt,http://assets.myntassets.com/v1/images/style/properties/11dcaeada4fab2e575c449e922425c5d_images.jpg
46240,Women,Apparel,Topwear,Tunics,White,Summer,2012,Casual,Fusion Beats Women White Printed Tunic,http://assets.myntassets.com/v1/images/style/properties/3c92594cc9b62cba6a314a9ca9fd1e19_images.jpg
27277,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Mother Earth Women Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/a576a21253c4cc6b7c04426389c1c58f_images.jpg
13042,Women,Footwear,Shoes,Flats,Brown,Winter,2012,Casual,Inc 5 Women Brown Heels,http://assets.myntassets.com/v1/images/style/properties/be1fc833328c2708141568e2476abe81_images.jpg
6889,Women,Apparel,Topwear,Jackets,Cream,Summer,2011,Casual,Forever New Women Stone Cream Jacket,http://assets.myntassets.com/v1/images/style/properties/01c417703d7775105ba346c691f4700b_images.jpg
31312,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012,Ethnic,W Women Peach Kurta,http://assets.myntassets.com/v1/images/style/properties/8e6291cb947f1d35eb4ebc3c73baf1eb_images.jpg
12190,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Basics Men Blue Slim Fit Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/2811fe105e63b5795a6442edb85bb6cd_images.jpg
55657,Women,Footwear,Shoes,Heels,Gold,Winter,2015,Casual,Catwalk Women Golden Wedges,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Golden-Sandals_5fddd65067f3c7c0224439efc7a99ac8_images.jpg
19578,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,United Colors of Benetton Women Solid Purple Top,http://assets.myntassets.com/v1/images/style/properties/97d87b20b1a8810ee10f617a8a7ccc52_images.jpg
27879,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Scullers For Her Women Blue Top,http://assets.myntassets.com/v1/images/style/properties/018b322355f8a44f117488fee256049c_images.jpg
34452,Women,Footwear,Shoes,Flats,Copper,Winter,2012,Casual,Rocia Women Copper Sandals,http://assets.myntassets.com/v1/images/style/properties/93455095a8c1bc951c7bd258b600dfa1_images.jpg
6287,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Classic Polo Men's Swiss Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/Classic-Polo-Mens-Swiss-Yellow-T-shirt_e87fa11cdb977d11d3e673a69f4a63db_images.jpg
7355,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Tantra Men's Black Sabbath Navy T-shirt,http://assets.myntassets.com/v1/images/style/properties/7c9e2e7c405128361af34be207a439a2_images.jpg
46072,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Lino Perros Men Black Leather Belt,http://assets.myntassets.com/v1/images/style/properties/749432e06d8d1b969077552ecebd9cd4_images.jpg
22537,Men,Footwear,Sandal,Sandals,Tan,Summer,2013,Casual,Gas Men Eldorado Tan Casual  Sandals,http://assets.myntassets.com/v1/images/style/properties/465863ba7b810b5ef6c516fe91c77308_images.jpg
28831,Women,Apparel,Innerwear,Briefs,Brown,Summer,2017,Casual,Enamor Women Pack of 3 Mid-Rise Bikini Brief,http://assets.myntassets.com/v1/images/style/properties/9d76cb50cdc99a3519f78164dbc691ae_images.jpg
43500,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White T-shirt,http://assets.myntassets.com/v1/images/style/properties/9dc3c008c07a5df5b46622ee5d8579de_images.jpg
2627,Women,Footwear,Shoes,Flats,Silver,Fall,2010,Casual,Carlton London Women Wedge Silver Sandal,http://assets.myntassets.com/v1/images/style/properties/a2a3d03e64b5041ab052d5a6b10d282a_images.jpg
27045,Women,Accessories,Bags,Clutches,Off White,Summer,2012,Casual,Yelloe Off White Fur Zip Clutch,http://assets.myntassets.com/v1/images/style/properties/b548017b7f2a2d8582c75ac1afeeb28b_images.jpg
13270,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Palm Tree Kids Girls Printed White Tops,http://assets.myntassets.com/v1/images/style/properties/b590f001fb08f324b17ce869686b27dc_images.jpg
18698,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs,http://assets.myntassets.com/v1/images/style/properties/Hanes-Men-Ultimate-Grey-Brief_0782bb329d30535e2a3bef5657940458_images.jpg
55465,Women,Personal Care,Lips,Lipstick,Red,Spring,2017,Casual,Revlon Super Lusterous Lipstick 304,http://assets.myntassets.com/v1/images/style/properties/Revlon-Super-Lusterous-Mad-About-Mauve-Lipstick-304_82c2b163c41babfca78eeb61693c666d_images.jpg
26197,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual,Formula 1 Go Men Perfume,http://assets.myntassets.com/v1/images/style/properties/ebe4131154706db0b3469237133343e2_images.jpg
31120,Girls,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Palm Tree Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/83f4ab34db71459ba1f80bb8992cf9d5_images.jpg
25712,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012,Sports,ADIDAS Unisex Blue Cap,http://assets.myntassets.com/v1/images/style/properties/Adidas-Unisex-Blue-Capf0fdfddb2e26677c8067afe9586c6cba_images.jpg
11527,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011,Casual,United Colors of Benetton Men Olive Tshirts,http://assets.myntassets.com/v1/images/style/properties/6c598ee94ff155384130481aec05525e_images.jpg
14869,Men,Accessories,Wallets,Wallets,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Wallets,http://assets.myntassets.com/v1/images/style/properties/09fca1f67e3f78b18f76473749d93e59_images.jpg
40385,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Tokyo Talkies Women Yellow Top,http://assets.myntassets.com/v1/images/style/properties/9e616458a21ce9d3b0ddf0895b24df0b_images.jpg
15187,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Arrow Sport Men Solid White Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/10d750eb60726aff0c78cd599a20e0ab_images.jpg
5402,Women,Footwear,Shoes,Sports Shoes,Purple,,2011,Sports,Kalenji Ekiden 200 Wn Purple 2011,http://assets.myntassets.com/v1/images/style/properties/5dfa5ed32e290bbaeedd937ecdaa9a8b_images.jpg
44725,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,2012,Casual,Lotto Women Coral Elegant Flip Flops,http://assets.myntassets.com/v1/images/style/properties/839c627c80dba9ac4412db3f35a52bb7_images.jpg
14055,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Flying Machine Men Check Green Shirts,http://assets.myntassets.com/v1/images/style/properties/6934c2d1bc11313536fd82a1192a1d33_images.jpg
20260,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Wrangler Men Applique Navy Blue Tshirt,http://assets.myntassets.com/v1/images/style/properties/7909093ce4f956a24582b330a249d911_images.jpg
7731,Men,Footwear,Flip Flops,Flip Flops,Grey,Winter,2011,Casual,Puma Men's Winglet II Grey Yellow White Flip Flop,http://assets.myntassets.com/v1/images/style/properties/9473ae18face7603f7bdb4b6fda3d8e2_images.jpg
22153,Men,Footwear,Sandal,Sandals,Brown,Summer,2011,Casual,Lee Cooper Men Brown Casual Sandals,http://assets.myntassets.com/v1/images/style/properties/99808c9bdfee6165a0cec81d0219c1a1_images.jpg
43958,Men,Footwear,Sandal,Sandals,Olive,Fall,2012,Casual,Puma Men Olive Techno Ind Sandal,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Olive-Techno-Ind-Sandal_3e7aa0b204f4317a017dfbefe260700b_images.jpg
28469,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Urban Yoga Women Printed Pink T-shirt,http://assets.myntassets.com/v1/images/style/properties/8e3ddd6772fdb8b69c328402aa2baa0c_images.jpg
50573,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,2016,Casual,Chromozome Men Charcoal Trunk Trunks,http://assets.myntassets.com/v1/images/style/properties/cbcfe2066b676f7852c6282f85dfc43b_images.jpg
34036,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Palm Tree Boys Check Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/17d5cdd77de6f87ee2451b98f3466d88_images.jpg
55001,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,NA,Lakme Absolute Lip Last Day Kiss Lip Colour,http://assets.myntassets.com/assets/images/55001/2018/3/9/11520591701090-Lakme-Absolute-Lip-Last-Day-Kiss-Lip-Colour-9831520591701048-1.jpg
8779,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/f3dc8c5e7e7d7394150506a3f2f417c0_images.jpg
3391,Women,Accessories,Bags,Handbags,White,Winter,2015,Casual,Murcia Women White With Stitch Bag,http://assets.myntassets.com/v1/images/style/properties/61d4d060e05c3e4ff1771c5e724d6c16_images.jpg
43164,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Watch,http://assets.myntassets.com/v1/images/style/properties/20e55321f145a292edb4cc9776ea1985_images.jpg
2243,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Men Stripe Polo White Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/e1bba450764df5aed92151be769e42d0_images.jpg
30496,Women,Apparel,Innerwear,Bra,Purple,Summer,2014,Casual,Lovable Women Fiona Purple Bra,http://assets.myntassets.com/v1/images/style/properties/Lovable-Women-Fiona-Purple-Bra_82e37d2949af0a30ff61f6f7fc80cadc_images.jpg
27421,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Winter,2015,Casual,Jockey Women Blue Lounge Pants,http://assets.myntassets.com/assets/images/27421/2015/11/23/11448283185049-Jockey-Women-Blue-Lounge-Pants-3621448283184622-1.jpg
57756,Women,Personal Care,Skin Care,Face Wash and Cleanser,Green,Spring,2017,Casual,Lotus Herbals Neem & Clove Purifying Face Wash,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Neem---Clove-Purifying-Face-Wash_576266f24033ada1522c55008afacea9_images.jpg
33213,Women,Apparel,Topwear,Tops,Magenta,Summer,2012,Casual,Sepia Women Printed Magenta Top,http://assets.myntassets.com/v1/images/style/properties/cd2a1ae491facf0acf36443998a0c217_images.jpg
39729,Women,Apparel,Topwear,Tops,Olive,Summer,2012,Casual,Arrow Woman Olive Top,http://assets.myntassets.com/v1/images/style/properties/3d8b78b013627f7e9d738ccec2972480_images.jpg
25376,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,Levis Men Grey Innerwear T-Shirt,http://assets.myntassets.com/v1/images/style/properties/adc3a5566f4c3e9f3f729ab6f9e44c56_images.jpg
11143,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Price Catch Black Shirts,http://assets.myntassets.com/v1/images/style/properties/62f33289f2a1cbc88d6f8557a2c33638_images.jpg
56684,Women,Apparel,Saree,Sarees,Beige,Fall,2012,Ethnic,Fabindia Beige & Maroon Mull Printed Saree,http://assets.myntassets.com/v1/images/style/properties/Fabindia-Printed-Beige-Sari_b2b862ad19c18dc983c5cf843fe56bcc_images.jpg
4988,Women,Apparel,Dress,Dresses,White,Summer,2011,Casual,Gini and Jony Girl's Vanya White Polka Dot Kidswear,http://assets.myntassets.com/v1/images/style/properties/e7559ae62df37abf5338b7992aa8c628_images.jpg
44341,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Indian Terrain Men Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/f202fe30bd9441e163b7fbcfcb53e8c2_images.jpg
14431,Women,Footwear,Shoes,Heels,Black,Summer,2012,Casual,Enroute Women Casual Black Flats,http://assets.myntassets.com/v1/images/style/properties/33fe789a39b0590d649cd052e53b80b6_images.jpg
20604,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Baggit Women Umbrella Dum Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/3c67058064553299e3cb62b79fedd1af_images.jpg
52224,Women,Accessories,Jewellery,Necklace and Chains,Silver,Summer,2012,Casual,Lencia Grey Swarovski Pearl Necklace,http://assets.myntassets.com/v1/images/style/properties/Lencia-Grey-Swarovski-Pearl-Necklace_8dca921b0f3b46449bbd5bb25f6f3dbb_images.jpg
45293,Women,Accessories,Watches,Watches,Red,Winter,2016,Casual,CASIO SHEEN Women Red Dial Watch SX017,http://assets.myntassets.com/v1/image/style/properties/45293/Casio-Women-Red-Dial-Watch_1_cc32a942220788a0b74c5708baff1e74.jpg
36761,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Maxima Men Black Watch,http://assets.myntassets.com/v1/images/style/properties/c2f94914c3151fa88bc00b924c9bea22_images.jpg
33021,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,Mother Earth Women Printed Cream Kurta,http://assets.myntassets.com/v1/images/style/properties/051884f22b637d9cf40922baecd8ff20_images.jpg
25144,Women,Accessories,Bags,Handbags,Orange,Winter,2015,Casual,Lino Perros Women Leatherite Orange Handbag,http://assets.myntassets.com/v1/images/style/properties/460dd2adbff063cc226b7146a811e7dc_images.jpg
11371,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,United Colors Of Benetton Men Summer Black Shirts,http://assets.myntassets.com/v1/images/style/properties/79e693b484848f12265b4dd4a155fae9_images.jpg
41401,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Wrangler Women White Smocked Top,http://assets.myntassets.com/v1/images/style/properties/907aca262d340d45f49d7d3690fdc953_images.jpg
14603,Men,Accessories,Socks,Socks,Grey,Summer,2011,Casual,United Colors of Benetton Men Pack of 2 Grey Socks,http://assets.myntassets.com/v1/images/style/properties/a82a928bfbfba2e299574580ffa61dc9_images.jpg
37481,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Women White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/8fa9232495f9cad5e31338c61f615afb_images.jpg
5254,Unisex,Accessories,Bags,Duffel Bag,Red,Winter,2015,Casual,Wildcraft Unisex Red Duffle Bag,http://assets.myntassets.com/v1/images/style/properties/8ee197c54df34d4e59d56d847139fe49_images.jpg
44173,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,Nike Fragrances Women Trendy Perfume 75ml,http://assets.myntassets.com/v1/images/style/properties/2688bbbcf35b0e739e7d9e5039fd6cbf_images.jpg
25978,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,J.Del Pozo Halloween Kiss Sexy Women Perfume,http://assets.myntassets.com/v1/images/style/properties/4a0b8e5cd5f8b9fe8287301280ee204a_images.jpg
4386,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Wrangler Cowboy Photo T-shirt,http://assets.myntassets.com/v1/images/style/properties/dc7e36dcafbb8aeb71dc2ebbd4427ca7_images.jpg
51693,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Van Heusen Unisex Brown Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Van-Heusen-Unisex-Brown-Sunglasses_2099ffb4f8eb9fd28b80922f653aa42a_images.jpg
16154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,Enroute Men Leather Black Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/1e1ddab59626e99f7163c2c8c20743b6_images.jpg
22361,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Summer,2012,Casual,Reebok Men Navy Twist Sandals,http://assets.myntassets.com/v1/images/style/properties/Reebok-Men-Blue-Twist-Sandals_9d151773708628e8efa686c33561b54a_images.jpg
29789,Men,Apparel,Topwear,Tshirts,Pink,Summer,2013,Casual,Basics Men Pack of 3 T-shirt,http://assets.myntassets.com/v1/images/style/properties/b5fe34a5c5a88054357f33b0d2b4ce46_images.jpg
19920,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,Wildcraft Unisex Black Outdoor Backpack,http://assets.myntassets.com/v1/images/style/properties/d0e782df1a7287eb68da5806346605db_images.jpg
7503,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men's As Icon Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/4642a9cf2604998cd7665a76a2bf87c1_images.jpg
46624,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017,Casual,Rasasi Men Emotion Deo and Perfume Set,http://assets.myntassets.com/v1/images/style/properties/Rasasi-Men-Emotion-Deo-and-Perfume-Set_f2bcc95e69a60ac6b5473ca68bcc5563_images.jpg
34204,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2013,Casual,Proline Men Navy Track Pants,http://assets.myntassets.com/v1/images/style/properties/15324570d805103032f3a593d495aafe_images.jpg
17086,Women,Accessories,Wallets,Wallets,Orange,Winter,2015,Casual,Lino Perros Women Blue Zip Orange Wallet,http://assets.myntassets.com/v1/images/style/properties/9cad6be03b1e0b544055e140b526cb94_images.jpg
50741,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Chief Men Black Shoes,http://assets.myntassets.com/v1/images/style/properties/2dba90668d61bd7dd5e25a02d7612ee3_images.jpg
55233,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,2019,Casual,Lakme Nine to Five Flawless Makeup Shell Foundation,http://assets.myntassets.com/assets/images/55233/2018/5/3/11525323433330-Lakme-Nine-to-Five-Flawless-Makeup-Shell-Foundation-7251525323433284-1.jpg
13426,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,United Colors of Benetton Men Stripes Red  Polo T-shirts,http://assets.myntassets.com/v1/images/style/properties/6723c5b48a019f7940ac913e35240620_images.jpg
43356,Women,Footwear,Shoes,Sports Shoes,Charcoal,Summer,2012,Sports,Reebok Women Charcoal Grey Fuel Techno Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/ec28a6e80636805d0bf993699b656c88_images.jpg
28207,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Ray-Ban Men Active Lifestyle Black Sunglasses,http://assets.myntassets.com/v1/images/style/properties/f8b19ba970bf91df7f4c1e263faa331c_images.jpg
13846,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,John Miller Men Stripes Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/5f2cc2a725967d426cc03f4a3fbb93c1_images.jpg
12994,Boys,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Kids Boys Duramo Synthetic Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/39873daedc5a92eef39894b612f5cbaf_images.jpg
46278,Women,Apparel,Topwear,Tunics,Red,Summer,2012,Casual,109F Women Red & White Striped Tunic,http://assets.myntassets.com/v1/images/style/properties/279197619f868018854ce9bf9b812b87_images.jpg
16508,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/6cb6a14583b044dca0a0bd9efc2fc4c7_images.jpg
18492,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011,Casual,Puma Men Danny Blue Slipper,http://assets.myntassets.com/v1/images/style/properties/b5df5f57f0feda7a42510b6ebedf4f4d_images.jpg
19540,Men,Apparel,Topwear,Sweaters,Blue,Summer,2011,Casual,United Colors of Benetton Men Solid Blue Sweater,http://assets.myntassets.com/v1/images/style/properties/339f3148805bd725b88cebe54fd52d45_images.jpg
7963,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,Puma Men's Large Logo Graphic White French T-shirt,http://assets.myntassets.com/v1/images/style/properties/7f50a98d2319c37ba993f4bd39ec1df9_images.jpg
8117,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men New Analog Black Navy Watch,http://assets.myntassets.com/v1/images/style/properties/971d32f5f437a3e65d852648dd6bbdad_images.jpg
49230,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Calzini Men Pack of 5 Sports Socks,http://assets.myntassets.com/v1/images/style/properties/Calzini-Men-Pack-of-5-Sports-Socks_3056952ffdf96eaba3df0c68140a951b_images.jpg
39147,Women,Apparel,Apparel Set,Kurta Sets,Purple,Fall,2012,Ethnic,Aneri Women Purple Salwar Suit,http://assets.myntassets.com/v1/images/style/properties/Aneri-Women-Blue-Salwar-Suit_310b83bb9b3c42c1b2a9a0b63e612c78_images.jpg
36933,Women,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,2017,Casual,Bulgari Women Omnia Perfume,http://assets.myntassets.com/v1/images/style/properties/f98d1337a330597f69db87bdcbe2c3f7_images.jpg
57138,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012,Casual,Elle Women Brown Trousers,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Brown-Trousers_a7f66d28a9214c62dc8073fa66146018_images.jpg
20856,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,United Colors of Benetton Men Casual Black Shoes,http://assets.myntassets.com/v1/images/style/properties/fc4d12bcdc99ec17c6cbff23ce164f00_images.jpg
41861,Men,Footwear,Sandal,Sandals,Black,Summer,2016,Casual,Estd. 1977 Men Black Sandals,http://assets.myntassets.com/v1/images/style/properties/b996cb05ae7c16cabfa4cadc23818247_images.jpg
5608,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,ADIDAS Men Kendall Black Navy Floater,http://assets.myntassets.com/v1/images/style/properties/f12bab8f2514a0656f81aa863dd966c3_images.jpg
58170,Women,Accessories,Bags,Clutches,Red,Fall,2012,Casual,Rocky S Women Red Clutch,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Red-Clutch_6ef925fd1ad1ad8201c607dd14dd5ade_images.jpg
53598,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016,Sports,Q&Q Men Black Digital Watch,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Black-Digital-Watch_a3a296a8c104975d7c8017bc5dd49a52_images.jpg
15983,Men,Apparel,Topwear,Shirts,Burgundy,Fall,2011,Casual,Turtle Solid Men  Burgundy Shirt,http://assets.myntassets.com/v1/images/style/properties/5dca5cfae72251582c7f14ac099212f3_images.jpg
39375,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Helix Women Silver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Helix-Women-Silver-Dial-Watch_43fa66002d9a709539eb6ff7ed9384ce_images.jpg
14851,Women,Accessories,Wallets,Wallets,Coffee Brown,Summer,2011,Casual,United Colors of Benetton Women Solid Coffee Brown Wallets,http://assets.myntassets.com/v1/images/style/properties/90a495f259d10b2ff562dc0841721f7d_images.jpg
59290,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-Black-Dial-Watch_1b6fb70c7ca8b860eb0f3257b191e129_images.jpg
52678,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Morellato Men Black Watch,http://assets.myntassets.com/v1/images/style/properties/Morellato-Men-Black-Watch_75c8db9507b6fbde84d530568ac77b37_images.jpg
